store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
229,深圳,线下,Male,30-34,Weekday,T恤,1,79,1,1,49,79
759,重庆,线下,Female,<20,Weekday,T恤,1,118,1,2,49,59
437,重庆,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
46,武汉,线下,Female,30-34,Weekday,当季新品,1,47.33,1,1,59,47
248,杭州,线下,Female,35-39,Weekday,裙子,2,278,2,2,59,139
520,杭州,线下,Male,30-34,Weekend,短裤,1,33,1,1,19,33
605,成都,线下,Male,25-29,Weekday,配件,1,149,1,1,29,149
255,杭州,线下,Female,30-34,Weekday,牛仔裤,8,608,9,12,69,51
142,上海,线下,Male,35-39,Weekend,当季新品,1,79,1,1,59,79
208,重庆,线下,Female,50-54,Weekend,裙子,1,129,1,1,59,129
28,武汉,线上,Female,35-39,Weekend,T恤,1,99,1,1,49,99
802,西安,线下,Male,<20,Weekday,袜子,1,54,1,2,9,27
182,广州,线上,Female,25-29,Weekday,运动,3,111,3,3,49,37
399,广州,线下,Female,55-59,Weekday,T恤,1,99,1,1,49,99
323,武汉,线下,Female,>=60,Weekend,当季新品,1,77,1,1,59,77
208,重庆,线下,Male,20-24,Weekday,运动,1,59,1,1,49,59
437,重庆,线下,Female,45-49,Weekday,短裤,1,32,1,1,19,32
737,深圳,线下,Female,<20,Weekend,T恤,1,99,1,1,49,99
429,西安,线下,Female,30-34,Weekend,当季新品,2,195,2,2,59,98
315,武汉,线下,Male,>=60,Weekend,短裤,1,33,1,1,19,33
229,深圳,线下,Female,50-54,Weekday,配件,1,99,1,1,29,99
256,武汉,线下,Female,30-34,Weekend,T恤,1,149,1,1,49,149
369,广州,线下,Male,35-39,Weekend,T恤,1,79,1,1,49,79
758,杭州,线下,Female,20-24,Weekday,T恤,1,79,1,1,49,79
420,广州,线上,Female,>=60,Weekday,袜子,1,19,1,1,9,19
46,武汉,线下,Female,20-24,Weekday,当季新品,2,170,2,3,59,57
148,深圳,线下,Female,45-49,Weekend,配件,1,199,1,1,29,199
148,深圳,线下,Female,30-34,Weekend,袜子,1,79,1,1,9,79
429,西安,线下,Male,30-34,Weekday,T恤,1,99,1,1,49,99
21,北京,线下,Female,25-29,Weekday,运动,1,33,1,1,49,33
312,杭州,线下,Female,35-39,Weekday,T恤,3,137,3,3,49,46
245,杭州,线下,Male,55-59,Weekend,短裤,1,62,1,2,19,31
442,西安,线下,Female,25-29,Weekend,当季新品,1,199,1,1,59,199
208,重庆,线下,Female,<20,Weekday,牛仔裤,1,59,1,1,69,59
