store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
479,深圳,线下,Female,45-49,Weekend,牛仔裤,1,199,1,1,69,199
91,武汉,线上,Female,20-24,Weekday,袜子,1,26,1,1,9,26
658,深圳,线下,Male,25-29,Weekend,当季新品,1,79,1,1,59,79
245,杭州,线下,Male,35-39,Weekend,T恤,3,235,3,3,49,78
91,武汉,线上,Male,40-44,Weekend,配件,1,99,1,1,29,99
325,上海,线下,Female,55-59,Weekday,T恤,1,152,2,2,49,76
369,广州,线下,Female,35-39,Weekend,运动,2,78,2,2,49,39
248,杭州,线下,Male,35-39,Weekend,短裤,1,33,1,1,19,33
256,武汉,线下,Female,25-29,Weekday,T恤,2,95.28,2,2,49,48
146,杭州,线下,Female,40-44,Weekday,T恤,2,158,2,2,49,79
360,成都,线下,Female,>=60,Weekend,配件,1,79,1,1,29,79
98,成都,线下,Female,35-39,Weekday,T恤,2,156,2,2,49,78
759,重庆,线下,Female,35-39,Weekday,T恤,1,59,1,1,49,59
168,武汉,线下,Female,35-39,Weekday,T恤,3,213,3,4,49,53
479,深圳,线下,Female,25-29,Weekend,牛仔裤,1,58,1,1,69,58
360,成都,线下,Female,25-29,Weekday,T恤,2,396,2,4,49,99
738,深圳,线下,Female,25-29,Weekend,T恤,4,375,4,4,49,94
20,深圳,线下,Male,>=60,Weekday,T恤,1,99,1,1,49,99
21,北京,线下,Male,>=60,Weekday,牛仔裤,1,39,1,1,69,39
91,武汉,线上,Female,50-54,Weekday,牛仔裤,1,79,1,1,69,79
611,深圳,线下,Male,35-39,Weekday,短裤,1,39,1,1,19,39
605,成都,线下,Female,40-44,Weekend,运动,1,99,1,1,49,99
369,广州,线下,Male,30-34,Weekend,T恤,1,79,1,1,49,79
737,深圳,线下,Female,30-34,Weekend,袜子,1,40,1,2,9,20
480,重庆,线下,Female,30-34,Weekday,袜子,1,79,1,1,9,79
135,上海,线下,Male,20-24,Weekend,配件,1,79,1,1,29,79
369,广州,线下,Female,30-34,Weekday,当季新品,1,199,1,1,59,199
21,北京,线下,Male,30-34,Weekend,短裤,1,33,1,1,19,33
480,重庆,线下,Female,55-59,Weekday,T恤,1,199,1,1,49,199
335,上海,线下,Female,20-24,Weekend,牛仔裤,1,149,1,1,69,149
519,杭州,线下,Male,35-39,Weekday,短裤,1,33,1,1,19,33
429,西安,线下,Male,35-39,Weekend,T恤,1,199,1,1,49,199
20,深圳,线下,Female,40-44,Weekday,T恤,1,99,1,1,49,99
430,成都,线下,Male,30-34,Weekend,袜子,1,79,1,3,9,26
737,深圳,线下,Female,25-29,Weekend,T恤,1,78,1,2,49,39
137,西安,线上,Female,30-34,Weekend,牛仔裤,1,199,1,1,69,199
52,武汉,线上,Female,25-29,Weekday,袜子,2,78,2,2,9,39
146,杭州,线下,Female,20-24,Weekday,短裤,1,40,1,1,19,40
520,杭州,线下,Female,25-29,Weekday,袜子,1,79,1,1,9,79
430,成都,线下,Male,25-29,Weekend,T恤,1,99,1,1,49,99
142,上海,线下,Male,35-39,Weekday,T恤,2,198,2,2,49,99
32,武汉,线上,Female,20-24,Weekday,运动,8,688.3,8,8,49,86
420,广州,线上,Female,25-29,Weekday,T恤,1,69,1,1,49,69
168,武汉,线下,Female,40-44,Weekday,T恤,1,198,1,2,49,99
375,广州,线上,Female,35-39,Weekend,T恤,2,138,2,2,49,69
91,武汉,线上,Female,25-29,Weekday,裙子,3,547,3,3,59,182
437,重庆,线下,Female,30-34,Weekend,牛仔裤,1,79,1,1,69,79
91,武汉,线上,Male,>=60,Weekday,T恤,1,79,1,1,49,79
229,深圳,线下,Male,>=60,Weekday,T恤,1,59,1,1,49,59
256,武汉,线下,Female,25-29,Weekend,短裤,1,33,1,1,19,33
