store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
420,广州,线上,Male,40-44,Weekday,T恤,1,57.14,1,1,49,57
759,重庆,线下,Male,25-29,Weekend,T恤,1,79,1,1,49,79
50,武汉,线上,Female,30-34,Weekday,当季新品,1,59,1,1,59,59
255,杭州,线下,Female,25-29,Weekend,T恤,2,158,2,2,49,79
168,武汉,线下,Female,25-29,Weekday,T恤,1,79,1,1,49,79
375,广州,线上,Female,30-34,Weekday,袜子,2,158,2,2,9,79
437,重庆,线下,Female,40-44,Weekend,裙子,1,129,1,1,59,129
98,成都,线下,Male,>=60,Weekday,T恤,1,99,1,1,49,99
135,上海,线下,Female,<20,Weekend,当季新品,1,197,1,2,59,99
91,武汉,线上,Female,40-44,Weekday,牛仔裤,1,39,1,1,69,39
315,武汉,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
91,武汉,线上,Female,35-39,Weekday,当季新品,1,29,1,1,59,29
21,北京,线下,Female,35-39,Weekday,T恤,1,199,1,1,49,199
46,武汉,线下,Male,20-24,Weekend,袜子,1,79,1,3,9,26
142,上海,线下,Female,40-44,Weekday,T恤,4,492,4,4,49,123
70,深圳,线下,Female,55-59,Weekend,T恤,1,99,1,1,49,99
142,上海,线下,Male,30-34,Weekday,当季新品,5,974.87,5,5,59,195
323,武汉,线下,Male,25-29,Weekend,T恤,1,79,1,1,49,79
437,重庆,线下,Female,25-29,Weekday,T恤,2,196,2,2,49,98
229,深圳,线下,Female,<20,Weekday,T恤,1,73,1,1,49,73
335,上海,线下,Male,>=60,Weekday,当季新品,1,149,1,1,59,149
280,深圳,线下,Female,20-24,Weekend,牛仔裤,1,199,1,1,69,199
605,成都,线下,Female,35-39,Weekend,当季新品,1,54,1,1,59,54
20,深圳,线下,Male,45-49,Weekday,配件,1,149,1,1,29,149
430,成都,线下,Female,30-34,Weekday,袜子,1,40,1,2,9,20
738,深圳,线下,Male,25-29,Weekday,T恤,2,297,2,3,49,99
142,上海,线下,Female,30-34,Weekend,当季新品,2,73,2,2,59,37
208,重庆,线下,Female,30-34,Weekend,牛仔裤,1,59,1,1,69,59
496,上海,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
255,杭州,线下,Male,35-39,Weekday,T恤,3,212,3,4,49,53
19,南京,线下,Female,30-34,Weekday,T恤,1,37.33,1,1,49,37
52,武汉,线上,Female,40-44,Weekday,T恤,2,158,2,2,49,79
420,广州,线上,Male,40-44,Weekend,T恤,1,99,1,1,49,99
312,杭州,线下,Female,30-34,Weekday,袜子,1,27,1,1,9,27
616,成都,线下,Female,20-24,Weekend,T恤,1,59,1,1,49,59
135,上海,线下,Female,50-54,Weekend,运动,1,78,1,2,49,39
738,深圳,线下,Female,40-44,Weekday,T恤,1,59,1,1,49,59
437,重庆,线下,Female,30-34,Weekday,T恤,1,99,1,1,49,99
168,武汉,线下,Female,40-44,Weekday,毛衣,1,199,1,1,99,199
