store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
32,武汉,线上,Male,<20,Weekend,短裤,1,33,1,1,19,33
21,北京,线下,Female,35-39,Weekday,T恤,1,99,1,1,49,99
658,深圳,线下,Female,30-34,Weekend,T恤,1,78,1,1,49,78
91,武汉,线上,Female,>=60,Weekday,T恤,1,99,1,1,49,99
315,武汉,线下,Female,45-49,Weekend,T恤,1,59,1,1,49,59
98,成都,线下,Female,55-59,Weekday,毛衣,1,99,1,1,99,99
255,杭州,线下,Male,20-24,Weekday,袜子,1,79,1,1,9,79
759,重庆,线下,Female,45-49,Weekday,T恤,1,99,1,1,49,99
737,深圳,线下,Female,30-34,Weekend,T恤,3,157,3,3,49,52
737,深圳,线下,Male,20-24,Weekend,T恤,1,79,1,1,49,79
70,深圳,线下,Female,30-34,Weekend,T恤,1,99,1,1,49,99
50,武汉,线上,Female,25-29,Weekday,袜子,1,19,1,1,9,19
28,武汉,线上,Female,40-44,Weekday,T恤,2,195,2,2,49,98
207,上海,线上,Female,20-24,Weekday,T恤,5,594,5,6,49,99
323,武汉,线下,Male,>=60,Weekday,当季新品,4,776,4,4,59,194
208,重庆,线下,Female,35-39,Weekend,T恤,1,79,1,1,49,79
135,上海,线下,Male,30-34,Weekend,当季新品,1,54,1,1,59,54
135,上海,线下,Female,35-39,Weekday,袜子,1,79,1,1,9,79
207,上海,线上,Female,20-24,Weekend,T恤,2,198,2,2,49,99
649,杭州,线下,Female,35-39,Weekday,T恤,1,97.31,1,1,49,97
611,深圳,线下,Female,25-29,Weekend,袜子,1,19,1,1,9,19
738,深圳,线下,Male,30-34,Weekend,T恤,2,198,2,2,49,99
738,深圳,线下,Female,>=60,Weekday,当季新品,2,198,2,2,59,99
323,武汉,线下,Female,40-44,Weekend,T恤,2,198,2,2,49,99
605,成都,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
21,北京,线下,Male,35-39,Weekday,短裤,1,39,1,1,19,39
21,北京,线下,Male,30-34,Weekend,短裤,2,104,2,3,19,35
360,成都,线下,Female,35-39,Weekend,T恤,2,158,2,2,49,79
52,武汉,线上,Male,30-34,Weekday,短裤,2,80,2,2,19,40
479,深圳,线下,Female,30-34,Weekend,T恤,1,118,1,2,49,59
21,北京,线下,Male,30-34,Weekend,牛仔裤,1,59,1,1,69,59
70,深圳,线下,Female,30-34,Weekday,T恤,1,99,1,1,49,99
479,深圳,线下,Male,>=60,Weekday,当季新品,1,79,1,1,59,79
442,西安,线下,Female,30-34,Weekday,T恤,1,69.29,1,1,49,69
479,深圳,线下,Female,30-34,Weekend,配件,1,59,1,1,29,59
21,北京,线下,Female,20-24,Weekend,T恤,8,891,8,9,49,99
759,重庆,线下,Female,30-34,Weekend,T恤,2,158,2,2,49,79
758,杭州,线下,Male,25-29,Weekday,袜子,3,80,3,3,9,27
182,广州,线上,Male,25-29,Weekday,当季新品,2,387,2,2,59,194
168,武汉,线下,Male,30-34,Weekday,袜子,1,26,1,1,9,26
605,成都,线下,Female,30-34,Weekday,T恤,2,198,2,2,49,99
375,广州,线上,Female,35-39,Weekend,T恤,1,59,1,1,49,59
479,深圳,线下,Male,20-24,Weekend,短裤,1,40,1,1,19,40
669,重庆,线下,Female,30-34,Weekday,T恤,1,59,1,1,49,59
70,深圳,线下,Female,20-24,Weekday,牛仔裤,2,348,2,2,69,174
375,广州,线上,Female,<20,Weekday,T恤,1,99,1,1,49,99
248,杭州,线下,Female,40-44,Weekend,短裤,1,79,1,1,19,79
19,南京,线下,Female,20-24,Weekend,T恤,2,158,2,2,49,79
229,深圳,线下,Male,45-49,Weekday,T恤,1,99,1,1,49,99
280,深圳,线下,Female,<20,Weekend,T恤,1,79,1,1,49,79
738,深圳,线下,Male,>=60,Weekend,T恤,1,158,1,2,49,79
32,武汉,线上,Female,30-34,Weekday,T恤,1,77,1,1,49,77
245,杭州,线下,Female,45-49,Weekday,裙子,2,597,2,3,59,199
91,武汉,线上,Male,25-29,Weekend,T恤,1,59,1,1,49,59
28,武汉,线上,Female,20-24,Weekday,T恤,1,79,1,1,49,79
245,杭州,线下,Female,25-29,Weekday,T恤,2,198,2,2,49,99
360,成都,线下,Female,<20,Weekday,T恤,1,99,1,1,49,99
399,广州,线下,Female,25-29,Weekend,运动,1,149,1,1,49,149
248,杭州,线下,Female,35-39,Weekday,T恤,1,99,1,1,49,99
142,上海,线下,Female,20-24,Weekday,当季新品,4,578,4,6,59,96
479,深圳,线下,Female,20-24,Weekday,当季新品,1,79,1,1,59,79
449,武汉,线下,Male,55-59,Weekday,短裤,1,33,1,1,19,33
248,杭州,线下,Male,25-29,Weekend,T恤,4,396,4,4,49,99
336,西安,线下,Female,25-29,Weekend,当季新品,1,54,1,1,59,54
98,成都,线下,Female,35-39,Weekday,袜子,2,138,2,2,9,69
137,西安,线上,Male,25-29,Weekend,袜子,1,20,1,1,9,20
248,杭州,线下,Female,45-49,Weekend,当季新品,3,479,3,3,59,160
335,上海,线下,Male,35-39,Weekday,短裤,1,33,1,1,19,33
255,杭州,线下,Female,40-44,Weekend,T恤,1,99,1,1,49,99
369,广州,线下,Male,45-49,Weekend,T恤,1,79,1,1,49,79
21,北京,线下,Male,40-44,Weekday,T恤,1,39,1,1,49,39
796,深圳,线下,Female,40-44,Weekday,T恤,1,79,1,1,49,79
182,广州,线上,Female,40-44,Weekday,袜子,1,38,2,2,9,19
20,深圳,线下,Female,<20,Weekend,裙子,2,298,2,2,59,149
280,深圳,线下,Female,40-44,Weekday,当季新品,1,54,1,1,59,54
21,北京,线下,Male,20-24,Weekday,袜子,3,80,3,3,9,27
28,武汉,线上,Female,25-29,Weekday,裙子,2,348,2,2,59,174
360,成都,线下,Female,20-24,Weekday,运动,2,132,2,4,49,33
360,成都,线下,Male,20-24,Weekday,T恤,1,138.64,1,2,49,69
19,南京,线下,Female,25-29,Weekend,毛衣,2,292,2,2,99,146
325,上海,线下,Female,25-29,Weekday,裙子,1,199,1,1,59,199
738,深圳,线下,Male,25-29,Weekday,T恤,1,79,1,1,49,79
669,重庆,线下,Female,40-44,Weekday,配件,1,149,1,1,29,149
605,成都,线下,Female,40-44,Weekday,当季新品,1,99,1,1,59,99
142,上海,线下,Male,35-39,Weekend,T恤,1,39,1,1,49,39
399,广州,线下,Female,30-34,Weekend,袜子,3,237,3,3,9,79
46,武汉,线下,Female,20-24,Weekday,T恤,1,79,1,1,49,79
28,武汉,线上,Male,20-24,Weekday,T恤,2,237,2,3,49,79
831,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
649,杭州,线下,Female,35-39,Weekend,当季新品,2,289,2,3,59,96
32,武汉,线上,Female,35-39,Weekend,T恤,3,297,3,3,49,99
91,武汉,线上,Female,35-39,Weekday,短裤,2,72,2,2,19,36
658,深圳,线下,Female,25-29,Weekend,牛仔裤,2,98,2,2,69,49
231,广州,线下,Female,20-24,Weekday,T恤,1,69.25,1,1,49,69
229,深圳,线下,Female,30-34,Weekday,毛衣,3,644.75,3,3,99,215
520,杭州,线下,Female,25-29,Weekend,短裤,1,40,1,1,19,40
611,深圳,线下,Female,30-34,Weekday,当季新品,1,39,1,1,59,39
70,深圳,线下,Male,35-39,Weekday,T恤,1,77,1,1,49,77
335,上海,线下,Female,20-24,Weekday,牛仔裤,1,39,1,1,69,39
91,武汉,线上,Female,35-39,Weekend,短裤,1,33,1,1,19,33
21,北京,线下,Female,25-29,Weekday,T恤,12,1506.23,13,13,49,116
649,杭州,线下,Female,25-29,Weekend,裙子,2,298,2,2,59,149
207,上海,线上,Male,>=60,Weekday,当季新品,1,98,1,2,59,49
137,西安,线上,Male,25-29,Weekend,裙子,1,99,1,1,59,99
449,武汉,线下,Male,40-44,Weekday,当季新品,1,149,1,1,59,149
91,武汉,线上,Male,30-34,Weekend,当季新品,2,138,2,2,59,69
325,上海,线下,Female,55-59,Weekend,短裤,1,79,1,2,19,40
256,武汉,线下,Male,25-29,Weekday,T恤,1,99,1,1,49,99
449,武汉,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
46,武汉,线下,Female,30-34,Weekday,当季新品,3,147,3,3,59,49
68,重庆,线上,Male,>=60,Weekday,T恤,1,198,1,2,49,99
256,武汉,线下,Female,35-39,Weekend,T恤,1,99,1,1,49,99
758,杭州,线下,Male,25-29,Weekday,T恤,1,79,1,1,49,79
168,武汉,线下,Female,20-24,Weekend,T恤,1,59,1,1,49,59
658,深圳,线下,Male,20-24,Weekday,T恤,1,79,1,1,49,79
399,广州,线下,Female,Unkown,Weekend,T恤,1,149,1,1,49,149
520,杭州,线下,Female,40-44,Weekday,T恤,1,59,1,1,49,59
442,西安,线下,Male,40-44,Weekend,袜子,1,59,1,3,9,20
375,广州,线上,Female,30-34,Weekday,袜子,1,39,1,1,9,39
20,深圳,线下,Female,25-29,Weekday,袜子,1,79,1,1,9,79
738,深圳,线下,Male,50-54,Weekday,短裤,1,39,1,1,19,39
20,深圳,线下,Female,30-34,Weekend,短裤,2,112,2,3,19,37
759,重庆,线下,Female,25-29,Weekday,运动,3,347,3,3,49,116
649,杭州,线下,Male,20-24,Weekday,T恤,5,495,5,5,49,99
229,深圳,线下,Female,30-34,Weekend,T恤,2,198,2,2,49,99
28,武汉,线上,Female,20-24,Weekday,短裤,1,79,1,2,19,40
420,广州,线上,Female,35-39,Weekend,袜子,2,53,2,2,9,27
182,广州,线上,Unkown,Unkown,Weekday,当季新品,1,189,1,1,59,189
280,深圳,线下,Male,>=60,Weekend,牛仔裤,1,149,1,1,69,149
21,北京,线下,Male,40-44,Weekday,T恤,1,59,1,1,49,59
336,西安,线下,Female,25-29,Weekend,袜子,1,0,1,1,9,0
802,西安,线下,Male,20-24,Weekend,T恤,3,656,3,4,49,164
70,深圳,线下,Male,>=60,Weekday,裙子,1,149,1,1,59,149
19,南京,线下,Male,35-39,Weekend,当季新品,1,77,1,1,59,77
437,重庆,线下,Male,25-29,Weekday,短裤,1,33,1,1,19,33
182,广州,线上,Female,35-39,Weekend,T恤,1,79,1,1,49,79
420,广州,线上,Female,20-24,Weekend,T恤,1,79,1,1,49,79
207,上海,线上,Male,25-29,Weekend,T恤,2,198,2,2,49,99
91,武汉,线上,Female,35-39,Weekend,配件,5,355,5,5,29,71
479,深圳,线下,Male,25-29,Weekend,T恤,1,39,1,1,49,39
449,武汉,线下,Female,20-24,Weekday,T恤,1,96,1,1,49,96
802,西安,线下,Male,20-24,Weekend,T恤,1,79,1,1,49,79
442,西安,线下,Male,35-39,Weekday,T恤,1,99,1,1,49,99
480,重庆,线下,Female,40-44,Weekend,牛仔裤,2,348,2,2,69,174
248,杭州,线下,Female,20-24,Weekend,T恤,1,99,1,1,49,99
360,成都,线下,Female,<20,Weekday,T恤,1,118,1,2,49,59
280,深圳,线下,Female,30-34,Weekday,T恤,1,99,1,1,49,99
758,杭州,线下,Female,55-59,Weekend,T恤,2,78,2,2,49,39
648,西安,线下,Female,30-34,Weekend,T恤,2,198,2,2,49,99
142,上海,线下,Female,20-24,Weekday,当季新品,1,108,1,2,59,54
182,广州,线上,Male,25-29,Weekend,T恤,2,178,2,2,49,89
738,深圳,线下,Male,30-34,Weekday,短裤,1,39,1,1,19,39
323,武汉,线下,Male,<20,Weekend,T恤,1,79,1,1,49,79
323,武汉,线下,Female,50-54,Weekend,T恤,1,59,1,1,49,59
280,深圳,线下,Female,25-29,Weekend,T恤,2,118,2,2,49,59
442,西安,线下,Female,50-54,Weekday,当季新品,1,79,1,1,59,79
19,南京,线下,Male,25-29,Weekday,裙子,1,99,1,1,59,99
21,北京,线下,Female,20-24,Weekday,T恤,5,495,5,5,49,99
20,深圳,线下,Female,35-39,Weekday,当季新品,5,1043,5,7,59,149
479,深圳,线下,Male,25-29,Weekend,T恤,2,198,2,2,49,99
575,杭州,线下,Male,>=60,Weekday,运动,1,39,1,1,49,39
442,西安,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
375,广州,线上,Male,20-24,Weekday,当季新品,1,58,1,1,59,58
758,杭州,线下,Male,25-29,Weekend,T恤,1,79,1,1,49,79
312,杭州,线下,Female,30-34,Weekend,当季新品,1,77,1,1,59,77
98,成都,线下,Female,30-34,Weekday,T恤,3,268.6,3,4,49,67
231,广州,线下,Male,30-34,Weekend,运动,1,39,1,1,49,39
738,深圳,线下,Female,20-24,Weekday,T恤,2,168,2,2,49,84
248,杭州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
738,深圳,线下,Female,25-29,Weekend,T恤,2,158,2,2,49,79
399,广州,线下,Female,20-24,Weekend,袜子,2,78,2,2,9,39
496,上海,线下,Female,40-44,Weekday,运动,1,39,1,1,49,39
616,成都,线下,Female,40-44,Weekday,当季新品,1,392,1,2,59,196
611,深圳,线下,Male,20-24,Weekday,袜子,1,37,1,1,9,37
658,深圳,线下,Female,55-59,Weekday,当季新品,1,58,1,1,59,58
52,武汉,线上,Female,20-24,Weekend,T恤,1,79,1,1,49,79
21,北京,线下,Female,>=60,Weekday,裙子,1,149,1,1,59,149
669,重庆,线下,Male,25-29,Weekday,短裤,1,99,1,3,19,33
256,武汉,线下,Female,45-49,Weekday,T恤,2,198,2,2,49,99
98,成都,线下,Female,20-24,Weekend,毛衣,1,99,1,1,99,99
142,上海,线下,Male,40-44,Weekend,T恤,1,79,1,1,49,79
208,重庆,线下,Female,35-39,Weekday,运动,1,99,1,1,49,99
479,深圳,线下,Female,25-29,Weekday,T恤,2,198,2,2,49,99
605,成都,线下,Female,20-24,Weekday,牛仔裤,1,199,1,1,69,199
323,武汉,线下,Female,30-34,Weekday,当季新品,1,158,1,2,59,79
759,重庆,线下,Female,25-29,Weekend,T恤,1,249,1,1,49,249
605,成都,线下,Female,45-49,Weekday,短裤,2,72,2,2,19,36
231,广州,线下,Female,55-59,Weekday,当季新品,1,189,1,1,59,189
360,成都,线下,Female,20-24,Weekday,毛衣,2,298,2,2,99,149
32,武汉,线上,Male,20-24,Weekday,T恤,9,684.67,9,9,49,76
20,深圳,线下,Female,45-49,Weekday,T恤,1,79,1,1,49,79
70,深圳,线下,Male,40-44,Weekend,当季新品,1,49,1,1,59,49
68,重庆,线上,Female,20-24,Weekend,当季新品,1,79,1,1,59,79
611,深圳,线下,Male,>=60,Weekday,当季新品,1,79,1,1,59,79
248,杭州,线下,Male,20-24,Weekend,袜子,3,100,3,4,9,25
68,重庆,线上,Female,25-29,Weekend,T恤,1,99,1,1,49,99
91,武汉,线上,Female,30-34,Weekday,T恤,3,236,3,3,49,79
658,深圳,线下,Female,20-24,Weekend,T恤,3,396,3,4,49,99
669,重庆,线下,Male,30-34,Weekend,T恤,1,99,1,1,49,99
182,广州,线上,Male,20-24,Weekday,短裤,1,66,1,2,19,33
245,杭州,线下,Female,35-39,Weekend,配件,4,353,4,4,29,88
831,杭州,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
21,北京,线下,Male,35-39,Weekday,袜子,1,39,1,1,9,39
399,广州,线下,Male,20-24,Weekday,袜子,3,159,3,6,9,27
19,南京,线下,Female,20-24,Weekday,当季新品,2,278,2,2,59,139
442,西安,线下,Male,20-24,Weekend,毛衣,1,149,1,1,99,149
207,上海,线上,Male,20-24,Weekend,T恤,1,99,1,1,49,99
21,北京,线下,Female,>=60,Weekend,配件,2,138,2,2,29,69
280,深圳,线下,Female,25-29,Weekend,T恤,5,574,5,6,49,96
649,杭州,线下,Female,35-39,Weekday,运动,4,596,4,4,49,149
142,上海,线下,Female,35-39,Weekday,配件,1,57,1,1,29,57
142,上海,线下,Female,20-24,Weekend,T恤,1,59,1,1,49,59
91,武汉,线上,Male,25-29,Weekday,袜子,1,79,1,1,9,79
245,杭州,线下,Male,45-49,Weekend,T恤,2,158,2,2,49,79
737,深圳,线下,Female,30-34,Weekday,牛仔裤,7,1243,7,7,69,178
142,上海,线下,Female,25-29,Weekend,配件,1,199,1,1,29,199
146,杭州,线下,Male,30-34,Weekday,T恤,1,97,1,1,49,97
520,杭州,线下,Male,35-39,Weekend,牛仔裤,1,19,1,1,69,19
519,杭州,线下,Female,35-39,Weekend,T恤,1,249,1,1,49,249
248,杭州,线下,Female,35-39,Weekend,T恤,3,297,3,3,49,99
32,武汉,线上,Male,50-54,Weekend,运动,1,39,1,1,49,39
207,上海,线上,Female,20-24,Weekend,T恤,1,99,1,1,49,99
142,上海,线下,Female,50-54,Weekday,T恤,2,237,2,3,49,79
369,广州,线下,Female,40-44,Weekend,T恤,2,158,2,2,49,79
575,杭州,线下,Female,30-34,Weekday,配件,1,964,2,16,29,60
20,深圳,线下,Male,Unkown,Weekday,T恤,1,59,1,1,49,59
738,深圳,线下,Male,35-39,Weekday,T恤,1,158,1,2,49,79
256,武汉,线下,Female,25-29,Weekend,袜子,1,79,1,1,9,79
442,西安,线下,Female,40-44,Weekend,袜子,1,53,1,2,9,27
575,杭州,线下,Male,>=60,Weekend,T恤,1,39,1,1,49,39
21,北京,线下,Male,>=60,Weekday,T恤,2,198,2,2,49,99
21,北京,线下,Male,50-54,Weekend,配件,1,198,1,2,29,99
21,北京,线下,Female,25-29,Weekday,当季新品,8,1592,8,8,59,199
360,成都,线下,Female,35-39,Weekday,T恤,1,79,1,1,49,79
135,上海,线下,Female,25-29,Weekend,袜子,1,27,1,1,9,27
315,武汉,线下,Female,55-59,Weekday,运动,1,33,1,1,49,33
168,武汉,线下,Male,30-34,Weekend,T恤,1,59,1,1,49,59
420,广州,线上,Male,35-39,Weekday,毛衣,2,547,2,3,99,182
137,西安,线上,Male,>=60,Weekend,配件,3,276,3,4,29,69
758,杭州,线下,Male,>=60,Weekday,T恤,1,79,1,1,49,79
325,上海,线下,Male,35-39,Weekend,运动,2,117,2,3,49,39
429,西安,线下,Male,20-24,Weekend,T恤,3,297,3,3,49,99
449,武汉,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
758,杭州,线下,Male,25-29,Weekend,T恤,2,189.68,2,3,49,63
737,深圳,线下,Male,30-34,Weekend,T恤,2,198,2,2,49,99
19,南京,线下,Female,40-44,Weekend,当季新品,1,99,1,1,59,99
70,深圳,线下,Female,20-24,Weekday,T恤,6,472.94,6,6,49,79
480,重庆,线下,Male,40-44,Weekday,短裤,1,79,1,1,19,79
142,上海,线下,Male,25-29,Weekday,T恤,1,79,1,1,49,79
255,杭州,线下,Male,35-39,Weekend,T恤,1,99,1,1,49,99
231,广州,线下,Female,30-34,Weekday,裙子,1,149,1,1,59,149
229,深圳,线下,Female,30-34,Weekend,T恤,1,59,1,1,49,59
231,广州,线下,Female,20-24,Weekend,袜子,1,39,1,1,9,39
369,广州,线下,Male,35-39,Weekday,当季新品,1,57,1,1,59,57
256,武汉,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
375,广州,线上,Male,25-29,Weekend,T恤,1,79,1,1,49,79
605,成都,线下,Female,30-34,Weekend,袜子,1,39,1,1,9,39
312,杭州,线下,Female,45-49,Weekend,当季新品,1,149,1,1,59,149
611,深圳,线下,Female,20-24,Weekend,T恤,1,198,1,2,49,99
375,广州,线上,Female,40-44,Weekend,牛仔裤,1,149,1,1,69,149
32,武汉,线上,Female,25-29,Weekday,袜子,2,158,2,2,9,79
312,杭州,线下,Female,25-29,Weekend,T恤,1,79,1,1,49,79
137,西安,线上,Female,35-39,Weekend,T恤,1,158,1,2,49,79
91,武汉,线上,Female,45-49,Weekend,牛仔裤,1,112,1,2,69,56
437,重庆,线下,Female,30-34,Weekday,T恤,3,217,3,3,49,72
32,武汉,线上,Female,45-49,Weekday,当季新品,1,76,1,1,59,76
802,西安,线下,Female,20-24,Weekend,毛衣,2,448,2,2,99,224
437,重庆,线下,Male,30-34,Weekend,T恤,2,198,2,2,49,99
146,杭州,线下,Female,30-34,Weekday,牛仔裤,1,59,1,1,69,59
91,武汉,线上,Male,30-34,Weekend,配件,2,231,2,3,29,77
32,武汉,线上,Female,55-59,Weekday,当季新品,1,58,1,1,59,58
