store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
449,武汉,线下,Female,40-44,Weekend,袜子,1,49,1,1,9,49
759,重庆,线下,Female,20-24,Weekday,T恤,1,79,1,1,49,79
207,上海,线上,Male,45-49,Weekend,运动,1,249,1,1,49,249
229,深圳,线下,Female,50-54,Weekday,T恤,2,198,2,2,49,99
658,深圳,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
369,广州,线下,Female,25-29,Weekend,运动,3,117,3,3,49,39
142,上海,线下,Male,30-34,Weekend,T恤,1,79,1,1,49,79
369,广州,线下,Female,50-54,Weekday,短裤,1,19,1,1,19,19
32,武汉,线上,Female,55-59,Weekday,牛仔裤,1,58,1,2,69,29
70,深圳,线下,Female,30-34,Weekend,T恤,1,58,1,1,49,58
360,成都,线下,Female,25-29,Weekday,毛衣,3,547,3,3,99,182
758,杭州,线下,Male,30-34,Weekend,当季新品,1,79,1,1,59,79
480,重庆,线下,Female,45-49,Weekend,T恤,1,99,1,1,49,99
98,成都,线下,Male,35-39,Weekend,T恤,2,397,2,3,49,132
323,武汉,线下,Female,35-39,Weekday,短裤,1,66,1,2,19,33
323,武汉,线下,Female,45-49,Weekday,T恤,1,198,1,2,49,99
420,广州,线上,Female,20-24,Weekday,T恤,2,158,2,2,49,79
312,杭州,线下,Male,20-24,Weekday,T恤,1,79,1,1,49,79
420,广州,线上,Male,40-44,Weekend,T恤,1,99,1,1,49,99
207,上海,线上,Female,30-34,Weekend,短裤,1,40,1,1,19,40
207,上海,线上,Female,25-29,Weekday,配件,1,59,1,1,29,59
256,武汉,线下,Male,30-34,Weekday,运动,1,37,1,1,49,37
519,杭州,线下,Female,40-44,Weekday,T恤,1,99,1,1,49,99
229,深圳,线下,Female,20-24,Weekend,T恤,1,79,1,1,49,79
229,深圳,线下,Male,25-29,Weekend,毛衣,1,149,1,1,99,149
519,杭州,线下,Female,40-44,Weekday,牛仔裤,3,547,3,3,69,182
68,重庆,线上,Female,55-59,Weekday,当季新品,1,108,1,2,59,54
575,杭州,线下,Male,20-24,Weekday,T恤,2,158,2,2,49,79
375,广州,线上,Male,25-29,Weekday,T恤,1,79,1,1,49,79
796,深圳,线下,Male,30-34,Weekend,袜子,1,49,1,1,9,49
325,上海,线下,Female,25-29,Weekday,裙子,2,248,2,2,59,124
649,杭州,线下,Female,45-49,Weekday,T恤,1,118,1,2,49,59
520,杭州,线下,Female,45-49,Weekend,当季新品,1,54,1,1,59,54
135,上海,线下,Male,50-54,Weekend,运动,1,33,1,1,49,33
231,广州,线下,Female,30-34,Weekday,T恤,1,39,1,1,49,39
248,杭州,线下,Female,25-29,Weekend,配件,2,198,2,2,29,99
420,广州,线上,Female,25-29,Weekend,袜子,3,237,3,3,9,79
648,西安,线下,Female,>=60,Weekday,T恤,1,79,1,1,49,79
142,上海,线下,Female,45-49,Weekday,毛衣,1,99,1,1,99,99
335,上海,线下,Female,40-44,Weekend,T恤,1,79,1,1,49,79
323,武汉,线下,Male,35-39,Weekend,裙子,2,137,2,2,59,69
248,杭州,线下,Male,35-39,Weekend,当季新品,1,49,1,1,59,49
420,广州,线上,Female,35-39,Weekday,配件,3,237,3,3,29,79
312,杭州,线下,Female,25-29,Weekend,袜子,1,79,1,1,9,79
325,上海,线下,Female,45-49,Weekday,T恤,1,79,1,1,49,79
70,深圳,线下,Female,30-34,Weekday,袜子,1,79,1,1,9,79
315,武汉,线下,Female,35-39,Weekday,当季新品,2,134,2,2,59,67
20,深圳,线下,Female,>=60,Weekend,T恤,1,79,1,1,49,79
437,重庆,线下,Female,35-39,Weekday,T恤,1,79,1,1,49,79
616,成都,线下,Male,20-24,Weekday,袜子,1,19,1,1,9,19
