MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
62203,2010/11/22,2011/6/12,男,4,哈尔滨市,黑龙江省,CN,61,2014/3/31,10,9237,0,0,960,7191,12972,10507.12,2014/3/30,1.25,1154.625,34,2,77.22222222,196,0,0,0,0.809984582,3,7,1172,8065,0,0,0,0,9237,8065,0.7,0.3,0.126867287,0.873024464,0
1234,2007/11/25,2008/5/30,女,4,北京,北京,CN,54,2014/3/31,16,10124,0,0,3933,6511,11790,10506.7,2013/11/30,2,1265.5,25,123,38.86666667,126,0,0,0,0.89115352,6,10,3488,6636,0,0,0,0,10124,6636,0.625,0.375,0.344493827,0.655407407,0
55769,2012/4/14,2012/5/10,男,4,清远,广东,CN,40,2014/3/31,13,7812,0,0,4054,6438,16317,10506.34,2013/12/13,1.625,976.5,26,110,48.5,167,0,0,0,0.643889195,5,8,3021,4791,0,0,0,0,7812,4791,0.615384615,0.384615385,0.386663254,0.613208755,0
13085,2009/4/21,2009/7/2,男,5,乌鲁木齐,新疆,CN,36,2014/3/31,5,7971,0,0,5334,1647,15751,10506.25,2014/2/14,0.625,996.375,20,47,166,501,0,0,0,0.667021142,3,2,5803,2168,0,0,0,0,7971,2168,0.4,0.6,0.72792273,0.271951831,0
50814,2011/10/14,2011/10/15,男,4,广州,广东,CN,36,2014/3/31,9,8758,0,0,6716,3145,13749,10506.05,2013/8/31,1.125,1094.75,42,214,59.375,180,0,0,0,0.764131937,6,3,6034,2724,0,0,0,0,8758,2724,0.333333333,0.666666667,0.688891426,0.310994406,0
3903,2009/3/9,2009/3/9,男,4,广州,广东,CN,60,2014/3/31,16,5016,0,0,6108,4175,20818,10504.94,2014/1/26,2,627,5,66,44,179,1500,600,0,0.504608512,6,10,4816,200,0,2100,2100,600,7116,800,0.625,0.375,0.959936217,0.039864461,4
1673,2012/3/29,2012/4/19,男,4,珠海,广东,CN,44,2014/3/31,13,8028,0,0,2707,1305,17285,10503.03,2013/9/7,1.625,1003.5,18,207,42.16666667,125,0,0,0,0.607638415,11,2,6822,1206,0,0,0,0,8028,1206,0.153846154,0.846153846,0.849669946,0.150205505,0
45597,2006/1/10,2006/3/10,男,4,北京,北京,CN,44,2014/3/31,7,9057,0,0,3325,5446,14596,10502.28,2013/12/22,0.875,1132.125,177,101,75.5,167,0,0,1,0.719531378,3,4,2358,6699,0,0,0,0,9057,6699,0.571428571,0.428571429,0.260322367,0.739567233,1
58929,2011/3/8,2011/3/22,女,4,昆明,云南,CN,31,2014/3/31,7,6987,0,0,8555,0,12460,10502,2012/7/14,0.875,873.375,24,627,13.33333333,38,0,0,0,0.842857143,7,0,6987,0,0,0,0,0,6987,0,0,1,0.999856898,0,0
35647,2007/4/11,2007/4/11,男,4,上海,上海,CN,47,2014/3/31,13,9325,0,0,3456,5845,11984,10501.52,2014/2/24,1.625,1165.625,11,37,56.91666667,250,0,0,0,0.87629506,6,7,4026,5299,0,0,0,0,9325,5299,0.538461538,0.461538462,0.431696333,0.56819644,1
