MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
27040,2007/12/20,2008/4/2,男,4,乌鲁木齐,新疆,CN,64,2014/3/31,12,11786,0,0,0,13104,19035,15070.2,2014/3/30,1.5,1473.25,430,2,27.18181818,146,0,0,0,0.791710008,0,12,0,11786,0,0,0,0,11786,11786,1,0,0,0.999915161,0
43065,2012/9/20,2012/9/23,男,4,南宁,广西,CN,36,2014/3/31,22,11147,0,0,7943,7534,23201,15069.72,2014/3/15,3.142857143,1592.428571,3,17,25.66666667,132,0,0,0,0.6495289,12,10,5406,5741,0,0,0,0,11147,5741,0.454545455,0.545454545,0.484930032,0.514980266,0
40324,2009/11/3,2009/12/9,男,4,沈阳市,辽宁,CN,35,2014/3/31,12,14133,0,0,0,3861,18200,15069.1,2013/9/15,1.5,1766.625,29,199,45.72727273,279,2399,74,1,0.827972527,8,4,8828,5305,0,2473,2473,74,16606,5379,0.333333333,0.666666667,0.62459318,0.375336069,20
36091,2010/11/19,2013/1/17,男,4,茂名,广东,CN,43,2014/3/31,8,15397,0,0,3540,9503,16288,15066.13,2014/1/26,1,1924.625,291,66,53.42857143,305,5981,16499,0,0.924983423,2,6,4140,11257,0,22480,22480,16499,37877,27756,0.75,0.25,0.268866087,0.73106897,27
22811,2010/11/20,2010/11/20,女,4,广州,广东,CN,40,2014/3/31,18,10486,0,0,8411,5345,24286,15066.01,2014/3/18,2.25,1310.75,0,14,42.17647059,141,6500,0,2,0.620357819,11,7,5598,4888,0,6500,6500,0,16986,4888,0.388888889,0.611111111,0.533803757,0.466100887,3
5170,2011/9/23,2011/12/19,男,4,广州,广东,CN,28,2014/3/31,15,11378,0,0,9474,4071,25233,15064.23,2013/11/14,1.875,1422.25,270,139,23,94,0,1500,0,0.597005112,8,7,8459,2919,0,1500,1500,1500,12878,4419,0.466666667,0.533333333,0.743386941,0.256525178,1
49842,2011/5/15,2011/11/19,男,4,上海,上海,CN,32,2014/3/31,11,14566,0,0,4884,4707,17158,15063.48,2014/2/23,1.375,1820.75,60,38,63.3,176,0,0,0,0.877927497,4,7,5149,9417,0,0,0,0,14566,9417,0.636363636,0.363636364,0.353470172,0.646461179,0
15816,2012/12/14,2012/12/19,男,4,沈阳,辽宁,CN,35,2014/3/31,22,12821,0,0,9498,5563,19451,15063.45,2013/12/6,3.666666667,2136.833333,5,117,16.76190476,174,0,0,0,0.774430621,15,7,8243,4578,0,0,0,0,12821,4578,0.318181818,0.681818182,0.642879426,0.357042583,0
5100,2011/4/18,2011/4/23,男,4,无锡,江苏,CN,34,2014/3/31,17,10796,0,0,6264,7741,23112,15063.24,2014/3/8,2.125,1349.5,26,24,42.5625,147,0,0,0,0.65174974,6,11,5973,4823,0,0,0,0,10796,4823,0.647058824,0.352941176,0.553209225,0.446698157,0
54700,2006/3/24,2007/7/15,女,4,北京,北京,CN,34,2014/3/31,27,14728,0,0,9867,5197,18630,15062.7,2014/3/20,3.375,1841,20,12,26.88461538,100,0,0,0,0.808518519,18,9,9560,5168,0,0,0,0,14728,5168,0.333333333,0.666666667,0.649059678,0.350872429,3
