MEMBER_NO,FFP_DATE,FIRST_FLIGHT_DATE,GENDER,FFP_TIER,WORK_CITY,WORK_PROVINCE,WORK_COUNTRY,AGE,LOAD_TIME,FLIGHT_COUNT,BP_SUM,EP_SUM_YR_1,EP_SUM_YR_2,SUM_YR_1,SUM_YR_2,SEG_KM_SUM,WEIGHTED_SEG_KM,LAST_FLIGHT_DATE,AVG_FLIGHT_COUNT,AVG_BP_SUM,BEGIN_TO_FIRST,LAST_TO_END,AVG_INTERVAL,MAX_INTERVAL,ADD_POINTS_SUM_YR_1,ADD_POINTS_SUM_YR_2,EXCHANGE_COUNT,avg_discount,P1Y_Flight_Count,L1Y_Flight_Count,P1Y_BP_SUM,L1Y_BP_SUM,EP_SUM,ADD_Point_SUM,Eli_Add_Point_Sum,L1Y_ELi_Add_Points,Points_Sum,L1Y_Points_Sum,Ration_L1Y_Flight_Count,Ration_P1Y_Flight_Count,Ration_P1Y_BPS,Ration_L1Y_BPS,Point_NotFlight
1289,2009/1/27,2009/6/4,男,4,广州,广东,CN,35,2014/3/31,13,8920,0,0,5722,4506,18627,11129.09,2013/12/10,1.625,1115,0,113,51.5,206,0,0,0,0.597470876,7,6,4961,3959,0,0,0,0,8920,3959,0.461538462,0.538461538,0.556103576,0.443784329,0
33148,2012/2/5,2012/2/18,男,4,乌鲁木齐,新疆,CN,36,2014/3/31,5,10559,0,0,1775,8139,10817,11128.42,2014/1/13,0.625,1319.875,86,79,141.5,343,0,0,0,1.028789868,2,3,1257,9302,0,0,0,0,10559,9302,0.6,0.4,0.119034091,0.880871212,0
14154,2011/8/6,2011/12/5,男,4,苏州,江苏,CN,35,2014/3/31,16,9909,0,0,6822,1146,16401,11127.85,2013/4/14,2,1238.625,12,353,24.4,87,0,0,0,0.678486068,12,4,8168,1741,0,0,0,0,9909,1741,0.25,0.75,0.824217962,0.17568113,0
49270,2009/7/31,2009/10/20,男,4,茂名,广东,CN,50,2014/3/31,9,9984,0,0,3149,6784,15419,11127.52,2014/3/27,1.125,1248,6,5,90,384,0,0,0,0.721675854,3,6,3549,6435,0,0,0,0,9984,6435,0.666666667,0.333333333,0.35543315,0.6444667,0
40887,2011/6/25,2011/6/27,女,4,上海,上海,CN,44,2014/3/31,10,11136,0,0,2520,3490,13333,11126.93,2013/11/22,1.25,1392,51,131,61,165,0,0,1,0.834540614,5,5,7031,4105,0,0,0,0,11136,4105,0.5,0.5,0.631319027,0.368591183,1
50401,2011/6/5,2011/6/5,女,4,深圳,广东,CN,39,2014/3/31,8,9356,0,0,3824,0,12899,11124.75,2013/7/27,1,1169.5,71,249,58.71428571,163,0,0,0,0.862450578,6,2,7624,1732,0,0,0,0,9356,1732,0.25,0.75,0.814791066,0.185102063,0
37920,2013/1/27,2013/3/7,男,4,珠海市,广东省,CN,36,2014/3/31,15,7971,0,0,0,8285,19929,11124.74,2014/3/12,3,1594.2,39,20,26.5,69,0,0,0,0.558218676,2,13,1759,6212,0,0,0,0,7971,6212,0.866666667,0.133333333,0.220647265,0.779227296,0
44756,2007/12/13,2007/12/13,女,4,鞍山,辽宁,CN,47,2014/3/31,18,7970,0,0,4025,2464,15918,11124.58,2013/12/24,2.25,996.25,14,99,36.35294118,115,0,0,0,0.698867948,12,6,4825,3145,0,0,0,0,7970,3145,0.333333333,0.666666667,0.605319282,0.394555263,0
48375,2008/6/14,2008/6/14,男,4,大庆,黑龙江,CN,45,2014/3/31,9,9296,0,0,4024,5567,17870,11123.28,2014/3/8,1.125,1162,29,24,84.75,368,0,0,0,0.622455512,5,4,4084,5212,0,0,0,0,9296,5212,0.444444444,0.555555556,0.439281489,0.56061095,0
44707,2008/5/6,2008/5/6,男,4,沈阳,辽宁,CN,45,2014/3/31,18,8399,0,0,7193,3654,21508,11123.07,2014/3/12,2.25,1049.875,13,20,41.05882353,335,0,0,0,0.517159662,12,6,4832,3567,0,0,0,0,8399,3567,0.333333333,0.666666667,0.575238095,0.424642857,0
