store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
248,杭州,线下,Female,20-24,Weekday,T恤,1,158,1,2,49,79
442,西安,线下,Male,35-39,Weekend,T恤,2,158,2,2,49,79
399,广州,线下,Female,50-54,Weekend,T恤,1,79,1,1,49,79
420,广州,线上,Female,20-24,Weekday,牛仔裤,1,56,1,1,69,56
46,武汉,线下,Male,>=60,Weekend,T恤,1,59,1,1,49,59
737,深圳,线下,Female,25-29,Weekday,袜子,1,38,1,2,9,19
21,北京,线下,Female,35-39,Weekday,裙子,1,99,1,1,59,99
168,武汉,线下,Female,25-29,Weekday,牛仔裤,1,39,1,1,69,39
831,杭州,线下,Female,25-29,Weekend,当季新品,1,58,1,1,59,58
137,西安,线上,Male,25-29,Weekend,T恤,1,79,1,1,49,79
669,重庆,线下,Male,>=60,Weekend,T恤,1,79,1,1,49,79
19,南京,线下,Female,30-34,Weekend,T恤,2,98,2,2,49,49
336,西安,线下,Female,<20,Weekday,T恤,2,297,2,3,49,99
207,上海,线上,Male,35-39,Weekday,当季新品,1,59,1,1,59,59
611,深圳,线下,Female,25-29,Weekend,T恤,1,237,1,3,49,79
437,重庆,线下,Male,>=60,Weekend,T恤,1,79,1,1,49,79
248,杭州,线下,Male,30-34,Weekday,T恤,6,594,6,6,49,99
375,广州,线上,Male,30-34,Weekend,裙子,1,149,1,1,59,149
135,上海,线下,Male,35-39,Weekday,当季新品,1,199,1,1,59,199
70,深圳,线下,Female,30-34,Weekend,T恤,1,59,1,1,49,59
182,广州,线上,Female,25-29,Weekend,当季新品,1,129,1,1,59,129
399,广州,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
248,杭州,线下,Male,25-29,Weekday,牛仔裤,1,149,1,1,69,149
442,西安,线下,Female,35-39,Weekday,裙子,1,79,1,1,59,79
669,重庆,线下,Female,30-34,Weekday,T恤,1,37,1,1,49,37
399,广州,线下,Male,30-34,Weekday,袜子,2,131,2,5,9,26
430,成都,线下,Female,45-49,Weekday,牛仔裤,1,149,1,1,69,149
496,上海,线下,Female,45-49,Weekday,袜子,1,59,1,1,9,59
91,武汉,线上,Male,25-29,Weekend,短裤,1,66,1,2,19,33
831,杭州,线下,Female,20-24,Weekend,毛衣,3,297,3,3,99,99
168,武汉,线下,Male,30-34,Weekend,T恤,3,594,3,6,49,99
50,武汉,线上,Female,40-44,Weekend,配件,1,99,1,1,29,99
375,广州,线上,Female,25-29,Weekend,T恤,1,79,1,1,49,79
19,南京,线下,Female,40-44,Weekday,T恤,2,297,3,3,49,99
399,广州,线下,Male,25-29,Weekday,毛衣,2,741,2,3,99,247
315,武汉,线下,Female,50-54,Weekday,牛仔裤,2,377,2,3,69,126
796,深圳,线下,Female,35-39,Weekend,T恤,1,79,1,1,49,79
70,深圳,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
737,深圳,线下,Female,20-24,Weekend,配件,1,129,1,1,29,129
52,武汉,线上,Male,35-39,Weekend,当季新品,1,79,1,1,59,79
575,杭州,线下,Male,>=60,Weekday,袜子,1,27,1,1,9,27
137,西安,线上,Male,>=60,Weekday,短裤,1,40,1,1,19,40
375,广州,线上,Female,20-24,Weekday,T恤,3,196,3,3,49,65
21,北京,线下,Male,>=60,Weekend,配件,2,198,2,2,29,99
802,西安,线下,Male,20-24,Weekday,短裤,1,40,1,1,19,40
148,深圳,线下,Female,20-24,Weekend,T恤,1,99,1,1,49,99
360,成都,线下,Female,30-34,Weekday,当季新品,38,6150,39,39,59,158
182,广州,线上,Female,35-39,Weekend,T恤,3,606,3,4,49,152
480,重庆,线下,Female,25-29,Weekday,袜子,1,59,1,1,9,59
399,广州,线下,Male,20-24,Weekday,短裤,1,39,1,1,19,39
802,西安,线下,Male,35-39,Weekday,配件,1,59,1,1,29,59
479,深圳,线下,Male,20-24,Weekday,T恤,2,155.59,2,2,49,78
255,杭州,线下,Female,25-29,Weekend,T恤,1,59,1,1,49,59
70,深圳,线下,Male,20-24,Weekday,裙子,1,199,1,1,59,199
315,武汉,线下,Female,>=60,Weekend,牛仔裤,1,118,1,2,69,59
375,广州,线上,Female,55-59,Weekend,短裤,1,33,1,1,19,33
146,杭州,线下,Unkown,Unkown,Weekend,牛仔裤,1,59,1,1,69,59
137,西安,线上,Male,>=60,Weekend,短裤,1,39,1,1,19,39
335,上海,线下,Male,25-29,Weekday,配件,1,99,1,1,29,99
496,上海,线下,Male,30-34,Weekend,牛仔裤,1,19,1,1,69,19
19,南京,线下,Male,30-34,Weekend,短裤,3,106,3,3,19,35
496,上海,线下,Female,30-34,Weekday,短裤,1,33,1,1,19,33
496,上海,线下,Female,20-24,Weekday,T恤,3,297,3,3,49,99
245,杭州,线下,Male,40-44,Weekend,T恤,1,77,1,1,49,77
135,上海,线下,Female,30-34,Weekday,T恤,3,396,3,4,49,99
758,杭州,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
480,重庆,线下,Female,20-24,Weekend,T恤,1,99,1,1,49,99
658,深圳,线下,Female,20-24,Weekend,T恤,1,79,1,1,49,79
336,西安,线下,Female,30-34,Weekday,当季新品,1,139,1,1,59,139
323,武汉,线下,Female,<20,Weekday,T恤,2,198,2,2,49,99
20,深圳,线下,Female,45-49,Weekday,当季新品,1,199,1,1,59,199
479,深圳,线下,Male,20-24,Weekend,T恤,2,134.32,2,2,49,67
759,重庆,线下,Male,20-24,Weekday,运动,1,39,1,1,49,39
480,重庆,线下,Female,40-44,Weekend,T恤,1,99,1,1,49,99
312,杭州,线下,Female,40-44,Weekend,当季新品,1,145,1,1,59,145
207,上海,线上,Male,55-59,Weekend,T恤,1,198,1,2,49,99
480,重庆,线下,Male,25-29,Weekend,T恤,1,99,1,1,49,99
91,武汉,线上,Female,35-39,Weekend,当季新品,1,39,1,1,59,39
737,深圳,线下,Female,25-29,Weekend,运动,1,79,1,1,49,79
142,上海,线下,Female,35-39,Weekend,T恤,1,59,1,1,49,59
519,杭州,线下,Male,25-29,Weekend,T恤,2,118,2,2,49,59
648,西安,线下,Female,45-49,Weekday,运动,1,39,1,1,49,39
280,深圳,线下,Female,35-39,Weekend,短裤,1,40,1,1,19,40
68,重庆,线上,Male,55-59,Weekend,配件,1,199,1,1,29,199
375,广州,线上,Male,20-24,Weekend,短裤,1,40,1,1,19,40
207,上海,线上,Male,45-49,Weekend,T恤,1,79,1,1,49,79
208,重庆,线下,Female,25-29,Weekend,牛仔裤,1,149,1,1,69,149
430,成都,线下,Female,45-49,Weekend,运动,1,99,1,1,49,99
148,深圳,线下,Female,35-39,Weekday,T恤,6,390,7,10,49,39
70,深圳,线下,Female,50-54,Weekday,当季新品,1,146,1,1,59,146
52,武汉,线上,Female,30-34,Weekday,T恤,2,154.67,2,2,49,77
20,深圳,线下,Female,35-39,Weekday,裙子,2,158,2,2,59,79
182,广州,线上,Female,30-34,Weekend,T恤,1,79,1,1,49,79
315,武汉,线下,Female,35-39,Weekday,配件,3,276,3,4,29,69
315,武汉,线下,Female,30-34,Weekend,T恤,1,79,1,1,49,79
32,武汉,线上,Female,25-29,Weekday,T恤,1,99,1,1,49,99
182,广州,线上,Female,40-44,Weekday,短裤,1,33,1,1,19,33
19,南京,线下,Female,40-44,Weekday,T恤,1,158,1,2,49,79
68,重庆,线上,Female,55-59,Weekday,运动,1,249,1,1,49,249
21,北京,线下,Male,30-34,Weekday,T恤,1,78,1,2,49,39
208,重庆,线下,Female,45-49,Weekend,T恤,2,198,2,2,49,99
796,深圳,线下,Female,>=60,Weekend,T恤,1,59,1,1,49,59
46,武汉,线下,Female,25-29,Weekday,袜子,1,27,1,1,9,27
