store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
208,重庆,线下,Female,35-39,Weekday,T恤,1,79,1,1,49,79
480,重庆,线下,Female,30-34,Weekday,短裤,3,105,3,3,19,35
231,广州,线下,Male,35-39,Weekday,T恤,1,39,1,1,49,39
19,南京,线下,Female,25-29,Weekday,T恤,1,118,1,2,49,59
648,西安,线下,Female,30-34,Weekday,T恤,7,406,8,9,49,45
605,成都,线下,Female,40-44,Weekday,T恤,1,79,1,1,49,79
429,西安,线下,Male,25-29,Weekend,毛衣,1,249,1,1,99,249
737,深圳,线下,Female,35-39,Weekend,T恤,2,138,2,2,49,69
519,杭州,线下,Female,30-34,Weekday,配件,1,149,1,1,29,149
312,杭州,线下,Female,35-39,Weekday,牛仔裤,3,544,3,3,69,181
758,杭州,线下,Male,35-39,Weekday,运动,1,33,1,1,49,33
399,广州,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
605,成都,线下,Female,55-59,Weekday,T恤,1,79,1,1,49,79
496,上海,线下,Male,40-44,Weekday,短裤,2,79,2,2,19,40
280,深圳,线下,Male,30-34,Weekend,当季新品,6,1055,6,6,59,176
430,成都,线下,Female,40-44,Weekday,T恤,1,158,2,2,49,79
137,西安,线上,Female,20-24,Weekday,牛仔裤,1,79,1,1,69,79
315,武汉,线下,Female,20-24,Weekend,T恤,4,336,4,4,49,84
335,上海,线下,Female,30-34,Weekend,T恤,6,354,6,6,49,59
256,武汉,线下,Female,30-34,Weekday,短裤,1,33,1,1,19,33
479,深圳,线下,Male,20-24,Weekday,当季新品,1,79,1,1,59,79
148,深圳,线下,Female,30-34,Weekday,T恤,7,313,7,7,49,45
648,西安,线下,Female,20-24,Weekend,T恤,2,138,2,2,49,69
758,杭州,线下,Male,40-44,Weekend,毛衣,1,199,1,1,99,199
19,南京,线下,Female,30-34,Weekend,配件,1,99,1,1,29,99
479,深圳,线下,Male,45-49,Weekday,短裤,1,66,1,2,19,33
46,武汉,线下,Female,35-39,Weekend,T恤,1,199,1,1,49,199
68,重庆,线上,Female,30-34,Weekend,T恤,2,158,2,2,49,79
207,上海,线上,Male,30-34,Weekday,T恤,2,118,2,2,49,59
142,上海,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
28,武汉,线上,Male,30-34,Weekday,T恤,1,59,1,1,49,59
70,深圳,线下,Male,30-34,Weekday,当季新品,1,49,1,1,59,49
19,南京,线下,Female,50-54,Weekend,当季新品,1,378,2,2,59,189
399,广州,线下,Female,25-29,Weekday,短裤,1,39,1,1,19,39
738,深圳,线下,Male,>=60,Weekend,T恤,1,99,1,1,49,99
611,深圳,线下,Male,25-29,Weekday,T恤,4,396,4,4,49,99
207,上海,线上,Female,30-34,Weekday,T恤,2,155.48,2,2,49,78
796,深圳,线下,Female,25-29,Weekday,T恤,2,198,2,2,49,99
315,武汉,线下,Female,55-59,Weekday,短裤,1,40,1,1,19,40
649,杭州,线下,Female,30-34,Weekday,T恤,1,59,1,1,49,59
19,南京,线下,Male,25-29,Weekend,当季新品,7,1529,8,8,59,191
146,杭州,线下,Male,<20,Weekend,裙子,1,199,1,1,59,199
255,杭州,线下,Female,50-54,Weekday,运动,1,149,1,1,49,149
658,深圳,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
605,成都,线下,Female,<20,Weekday,T恤,1,59,1,1,49,59
137,西安,线上,Male,35-39,Weekend,当季新品,1,59,1,1,59,59
669,重庆,线下,Male,30-34,Weekend,当季新品,1,79,1,1,59,79
146,杭州,线下,Female,25-29,Weekday,裙子,1,199,1,1,59,199
142,上海,线下,Female,35-39,Weekday,运动,3,347,3,3,49,116
335,上海,线下,Male,>=60,Weekday,当季新品,1,79,1,1,59,79
98,成都,线下,Male,>=60,Weekend,当季新品,1,199,1,1,59,199
649,杭州,线下,Female,30-34,Weekend,T恤,3,316,3,4,49,79
21,北京,线下,Female,35-39,Weekday,T恤,1,99,1,1,49,99
19,南京,线下,Male,30-34,Weekday,短裤,1,40,1,1,19,40
442,西安,线下,Male,30-34,Weekday,短裤,1,39,1,1,19,39
375,广州,线上,Male,40-44,Weekday,袜子,1,59,1,3,9,20
280,深圳,线下,Male,35-39,Weekday,T恤,2,198,2,2,49,99
616,成都,线下,Female,35-39,Weekday,T恤,1,298,1,2,49,149
437,重庆,线下,Female,25-29,Weekday,T恤,1,79,1,1,49,79
420,广州,线上,Female,35-39,Weekend,T恤,1,79,1,1,49,79
605,成都,线下,Male,20-24,Weekday,袜子,1,27,1,1,9,27
605,成都,线下,Female,35-39,Weekday,毛衣,1,149,1,1,99,149
28,武汉,线上,Female,30-34,Weekday,牛仔裤,2,298,2,2,69,149
146,杭州,线下,Female,45-49,Weekday,配件,2,158,2,2,29,79
207,上海,线上,Male,40-44,Weekend,当季新品,1,49,1,1,59,49
669,重庆,线下,Female,40-44,Weekday,T恤,1,99,1,1,49,99
231,广州,线下,Female,25-29,Weekend,袜子,1,0,1,1,9,0
375,广州,线上,Female,20-24,Weekend,当季新品,3,547,3,3,59,182
255,杭州,线下,Female,20-24,Weekday,T恤,1,79,1,1,49,79
20,深圳,线下,Male,30-34,Weekend,当季新品,2,262,2,2,59,131
420,广州,线上,Female,>=60,Weekday,T恤,2,278,2,2,49,139
520,杭州,线下,Female,20-24,Weekend,配件,1,99,1,1,29,99
737,深圳,线下,Male,30-34,Weekday,T恤,1,79,1,1,49,79
