store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost,unit_price
375,广州,线上,Female,25-29,Weekend,T恤,1,99,1,1,49,99
208,重庆,线下,Male,<20,Weekend,T恤,1,99,1,1,49,99
20,深圳,线下,Female,30-34,Weekday,袜子,1,40,1,2,9,20
649,杭州,线下,Female,35-39,Weekday,短裤,1,33,1,1,19,33
20,深圳,线下,Female,30-34,Weekday,配件,1,129,1,1,29,129
649,杭州,线下,Male,30-34,Weekday,袜子,2,39,2,2,9,20
21,北京,线下,Female,35-39,Weekday,T恤,3,237,3,3,49,79
70,深圳,线下,Female,45-49,Weekday,T恤,2,137,2,3,49,46
449,武汉,线下,Female,30-34,Weekday,T恤,1,79,1,1,49,79
442,西安,线下,Female,35-39,Weekend,配件,1,79,1,1,29,79
649,杭州,线下,Female,<20,Weekend,T恤,6,314,6,6,49,52
669,重庆,线下,Female,30-34,Weekend,T恤,1,59,1,1,49,59
616,成都,线下,Male,40-44,Weekend,T恤,1,99,1,1,49,99
649,杭州,线下,Female,<20,Weekend,当季新品,1,79,1,1,59,79
437,重庆,线下,Male,50-54,Weekend,T恤,1,79,1,1,49,79
449,武汉,线下,Male,35-39,Weekday,T恤,1,59,1,1,49,59
449,武汉,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
231,广州,线下,Female,50-54,Weekday,T恤,1,0,1,1,49,0
19,南京,线下,Male,30-34,Weekday,T恤,1,198,1,2,49,99
70,深圳,线下,Female,35-39,Weekend,袜子,2,158,2,2,9,79
137,西安,线上,Female,35-39,Weekday,裙子,1,149,1,1,59,149
758,杭州,线下,Male,20-24,Weekday,T恤,2,118,2,2,49,59
248,杭州,线下,Female,30-34,Weekday,牛仔裤,1,59,1,1,69,59
831,杭州,线下,Female,25-29,Weekday,T恤,1,99,1,1,49,99
802,西安,线下,Female,20-24,Weekday,袜子,1,27,1,1,9,27
360,成都,线下,Female,30-34,Weekday,短裤,3,215,3,3,19,72
146,杭州,线下,Female,20-24,Weekday,牛仔裤,2,98,2,2,69,49
420,广州,线上,Female,45-49,Weekday,T恤,1,79,1,1,49,79
796,深圳,线下,Female,40-44,Weekend,T恤,2,158,2,2,49,79
70,深圳,线下,Male,<20,Weekday,T恤,1,594,1,6,49,99
335,上海,线下,Male,25-29,Weekend,当季新品,1,76,1,1,59,76
520,杭州,线下,Male,20-24,Weekend,袜子,1,79,1,1,9,79
256,武汉,线下,Female,40-44,Weekday,袜子,1,27,1,1,9,27
146,杭州,线下,Male,25-29,Weekday,T恤,1,99,1,1,49,99
20,深圳,线下,Female,50-54,Weekday,当季新品,2,297,3,3,59,99
429,西安,线下,Female,30-34,Weekday,T恤,1,59,1,1,49,59
135,上海,线下,Female,40-44,Weekend,牛仔裤,1,59,1,1,69,59
325,上海,线下,Female,<20,Weekday,T恤,1,79,1,1,49,79
52,武汉,线上,Male,<20,Weekday,袜子,1,52,1,2,9,26
336,西安,线下,Female,35-39,Weekday,T恤,2,249,2,2,49,125
280,深圳,线下,Male,25-29,Weekend,运动,2,78,2,2,49,39
616,成都,线下,Female,25-29,Weekend,T恤,1,99,1,1,49,99
519,杭州,线下,Male,40-44,Weekday,当季新品,1,59,1,1,59,59
255,杭州,线下,Male,>=60,Weekday,裙子,2,198,2,2,59,99
148,深圳,线下,Female,25-29,Weekday,T恤,1,79,1,1,49,79
649,杭州,线下,Female,30-34,Weekday,T恤,1,59,1,1,49,59
375,广州,线上,Male,40-44,Weekday,当季新品,1,57,1,1,59,57
207,上海,线上,Male,35-39,Weekday,T恤,2,235.33,3,3,49,78
137,西安,线上,Male,30-34,Weekday,T恤,1,79,1,1,49,79
255,杭州,线下,Female,25-29,Weekday,当季新品,1,79,1,1,59,79
758,杭州,线下,Male,<20,Weekend,运动,1,59,1,1,49,59
335,上海,线下,Female,40-44,Weekday,牛仔裤,2,298,2,2,69,149
91,武汉,线上,Female,35-39,Weekend,毛衣,2,448,2,2,99,224
182,广州,线上,Male,25-29,Weekday,当季新品,3,237,3,3,59,79
19,南京,线下,Male,40-44,Weekday,短裤,1,36,1,1,19,36
420,广州,线上,Female,45-49,Weekday,配件,1,79,1,1,29,79
420,广州,线上,Female,40-44,Weekday,运动,1,99,1,1,49,99
255,杭州,线下,Female,40-44,Weekend,T恤,1,99,1,1,49,99
231,广州,线下,Female,30-34,Weekday,当季新品,2,130,2,2,59,65
335,上海,线下,Female,35-39,Weekend,T恤,1,79,1,1,49,79
148,深圳,线下,Male,35-39,Weekday,牛仔裤,1,199,1,1,69,199
442,西安,线下,Male,>=60,Weekend,当季新品,1,149,1,1,59,149
369,广州,线下,Male,30-34,Weekend,短裤,1,40,1,1,19,40
231,广州,线下,Male,35-39,Weekday,T恤,2,102.01,2,2,49,51
480,重庆,线下,Female,30-34,Weekday,T恤,2,178,2,2,49,89
20,深圳,线下,Female,20-24,Weekend,T恤,1,79,1,1,49,79
255,杭州,线下,Male,35-39,Weekend,T恤,1,79,1,1,49,79
375,广州,线上,Female,30-34,Weekend,配件,1,79,1,1,29,79
520,杭州,线下,Female,35-39,Weekend,袜子,1,79,1,1,9,79
420,广州,线上,Female,25-29,Weekday,T恤,3,347,3,3,49,116
207,上海,线上,Male,20-24,Weekday,T恤,1,99,1,1,49,99
430,成都,线下,Male,20-24,Weekend,当季新品,1,73,1,1,59,73
737,深圳,线下,Female,30-34,Weekday,T恤,1,99,1,1,49,99
142,上海,线下,Female,20-24,Weekday,T恤,1,99,1,1,49,99
430,成都,线下,Female,30-34,Weekday,袜子,1,78,1,2,9,39
480,重庆,线下,Female,40-44,Weekend,袜子,1,79,1,1,9,79
207,上海,线上,Female,35-39,Weekday,短裤,3,106,3,3,19,35
369,广州,线下,Female,30-34,Weekend,T恤,1,99,1,1,49,99
520,杭州,线下,Female,45-49,Weekend,运动,1,149,1,1,49,149
256,武汉,线下,Male,20-24,Weekend,T恤,1,138.68,1,2,49,69
323,武汉,线下,Female,20-24,Weekday,袜子,1,59,1,1,9,59
605,成都,线下,Male,30-34,Weekend,牛仔裤,1,39,1,1,69,39
737,深圳,线下,Male,30-34,Weekday,当季新品,1,199,1,1,59,199
323,武汉,线下,Female,40-44,Weekday,T恤,1,199,1,1,49,199
20,深圳,线下,Female,55-59,Weekday,运动,2,72,2,2,49,36
399,广州,线下,Female,35-39,Weekend,T恤,2,248,2,2,49,124
19,南京,线下,Female,25-29,Weekend,T恤,1,39,1,1,49,39
648,西安,线下,Female,25-29,Weekend,配件,2,158,2,2,29,79
207,上海,线上,Female,40-44,Weekday,T恤,1,59,1,1,49,59
802,西安,线下,Female,25-29,Weekday,运动,1,27.27,1,1,49,27
649,杭州,线下,Female,30-34,Weekend,T恤,1,39,1,1,49,39
148,深圳,线下,Male,25-29,Weekend,当季新品,1,199,1,1,59,199
758,杭州,线下,Male,>=60,Weekend,配件,1,59,1,1,29,59
137,西安,线上,Female,25-29,Weekday,T恤,1,99,1,1,49,99
605,成都,线下,Male,>=60,Weekend,T恤,1,79,1,1,49,79
759,重庆,线下,Male,25-29,Weekday,T恤,3,234,3,3,49,78
658,深圳,线下,Male,45-49,Weekday,当季新品,1,79,1,1,59,79
248,杭州,线下,Male,30-34,Weekend,配件,3,447,3,3,29,149
255,杭州,线下,Female,35-39,Weekend,T恤,1,79,1,1,49,79
52,武汉,线上,Male,20-24,Weekend,当季新品,1,79,1,1,59,79
146,杭州,线下,Male,>=60,Weekend,短裤,1,33,1,1,19,33
21,北京,线下,Female,30-34,Weekend,T恤,1,99,1,1,49,99
19,南京,线下,Female,30-34,Weekday,配件,6,1036.84,6,6,29,173
315,武汉,线下,Female,25-29,Weekday,当季新品,1,74,1,2,59,37
796,深圳,线下,Male,30-34,Weekday,袜子,1,27,1,1,9,27
28,武汉,线上,Female,30-34,Weekday,T恤,1,59,1,1,49,59
148,深圳,线下,Female,40-44,Weekend,T恤,1,39,1,1,49,39
429,西安,线下,Female,40-44,Weekday,T恤,1,99,1,1,49,99
335,上海,线下,Male,20-24,Weekday,配件,1,99,1,1,29,99
496,上海,线下,Female,30-34,Weekday,T恤,2,137,2,3,49,46
256,武汉,线下,Male,>=60,Weekend,牛仔裤,1,59,1,1,69,59
182,广州,线上,Female,20-24,Weekend,T恤,1,99,1,1,49,99
46,武汉,线下,Female,>=60,Weekday,当季新品,1,49,1,1,59,49
437,重庆,线下,Female,30-34,Weekday,T恤,5,594,5,6,49,99
611,深圳,线下,Female,25-29,Weekday,配件,1,149,1,1,29,149
